        Sum  |  Total Buy  |   Buy Cost  | Total Sell  |  Sell Cost  |   Avg Cost | Agent          
       -1.0  |        0.0  |        0.0  |        1.0  |      134.0  |      134.0 | 9207  凱基永和 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 9206  凱基高雄 
       -1.0  |        0.0  |        0.0  |        1.0  |      134.0  |      134.0 | 9364  華南和平 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 8382  安泰楠梓 
       -1.0  |        1.0  |      133.0  |        2.0  |      133.5  |     133.33 | 9837  元大北港 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 538M  第一金嘉義
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 5387  第一金澎湖
       -1.0  |        0.0  |        0.0  |        1.0  |      132.5  |      132.5 | 920D  凱基市府 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 920C  凱基雙和 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 7038  致和南京 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 9877  元大金天母
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 9872  元大復北 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 9622  富邦園區 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 6210  新百王   
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 918L  群益建成 
       -1.0  |        0.0  |        0.0  |        1.0  |      132.5  |      132.5 | 918H  群益中山 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 9897  元大土城 
       -1.0  |        1.0  |      133.0  |        2.0  |      136.0  |      135.0 | 8844  玉山松江 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 989C  元大板橋 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 989S  元大鹿港 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 989Y  元大基隆 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 1041  臺銀鳳山 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 989i  元大西湖 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 1260  宏遠     
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 9232  凱基建成 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 9278  凱基永康 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 8885  國泰桃園 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 888K  國泰板橋 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 7790  國票     
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 9A96  永豐金博愛
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 913E  群益基隆 
       -1.0  |        1.0  |      133.0  |        2.0  |      136.0  |      135.0 | 913J  群益五甲 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 103A  土銀建國 
       -1.0  |        2.0  |      133.0  |        3.0  |      136.0  |      134.8 | 9867  元大北成功
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 779D  國票台南 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 8581  聯邦銀高雄
       -1.0  |        0.0  |        0.0  |        1.0  |      134.0  |      134.0 | 9614  富邦基隆 
       -1.0  |        1.0  |      134.0  |        2.0  |      135.0  |     134.67 | 9182  群益     
       -1.0  |        0.0  |        0.0  |        1.0  |      133.5  |      133.5 | 5050  大展     
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 9817  元大東泰 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 918d  群益內湖 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 918D  群益東門 
       -1.0  |        0.0  |        0.0  |        1.0  |      135.0  |      135.0 | 981n  元大旗山 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 6641  渣打新明 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 1097  工銀證高雄
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 6450  永全     
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 5603  永興台中 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 845D  康和板橋 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 920G  凱基卦山 
       -1.0  |        2.0  |      133.0  |        3.0  |      134.0  |      133.6 | 989I  元大蘆洲 
       -1.0  |        1.0  |      132.5  |        2.0  |      135.0  |     134.17 | 9648  富邦林森 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 9317  永昌林口 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 981g  元大大里 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 700B  兆豐板橋 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 2184  亞東新竹 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 1021  合庫台中 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 1022  合庫台南 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 1029  合庫鳳松 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 9A9W  永豐金南台
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 9352  永昌桃園 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 9219  凱基一心 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 116V  日盛斗六 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 116P  日盛信義 
       -1.0  |        0.0  |        0.0  |        1.0  |      133.0  |      133.0 | 6460  大昌     
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 116E  日盛三重 
       -1.0  |        0.0  |        0.0  |        1.0  |      134.0  |      134.0 | 116F  日盛員林 
       -1.0  |        0.0  |        0.0  |        1.0  |      136.0  |      136.0 | 9693  富邦新營 
       -1.2  |        0.0  |        0.0  |        1.2  |     134.33  |     134.33 | 9666  富邦南屯 
       -2.0  |        0.0  |        0.0  |        2.0  |      133.0  |      133.0 | 585A  統一基隆 
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 585I  統一員林 
       -2.0  |        0.0  |        0.0  |        2.0  |     133.25  |     133.25 | 526K  大慶富順 
       -2.0  |        0.0  |        0.0  |        2.0  |      133.5  |      133.5 | 585b  統一內湖 
       -2.0  |        0.0  |        0.0  |        2.0  |      133.0  |      133.0 | 700N  兆豐埔墘 
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 592V  元富民權 
       -2.0  |        0.0  |        0.0  |        2.0  |      134.5  |      134.5 | 592z  元富文心 
       -2.0  |        1.0  |      133.0  |        3.0  |      136.0  |     135.25 | 9686  富邦宜蘭 
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 983B  元大林森 
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 9233  凱基長庚 
       -2.0  |        0.0  |        0.0  |        2.0  |     132.75  |     132.75 | 653B  大眾屏東 
       -2.0  |        0.0  |        0.0  |        2.0  |      133.0  |      133.0 | 8842  玉山新莊 
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 989Q  元大汐止 
       -2.0  |        0.0  |        0.0  |        2.0  |     133.25  |     133.25 | 9824  元大向上 
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 9822  元大土城學
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 9A9f  永豐金中盛
       -2.0  |        0.0  |        0.0  |        2.0  |      134.5  |      134.5 | 9611  富邦延吉 
       -2.0  |        0.0  |        0.0  |        2.0  |      134.5  |      134.5 | 983K  元大學甲 
       -2.0  |        0.0  |        0.0  |        2.0  |      134.0  |      134.0 | 918X  群益台北 
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 6012  奔亞網路 
       -2.0  |        1.0  |      133.0  |        3.0  |      136.0  |     135.25 | 9858  元大龍潭 
       -2.0  |        0.0  |        0.0  |        2.0  |      134.0  |      134.0 | 845H  康和東湖 
       -2.0  |        0.0  |        0.0  |        2.0  |      133.0  |      133.0 | 8770  大鼎     
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 1023  合庫高雄 
       -2.0  |        0.0  |        0.0  |        2.0  |     133.25  |     133.25 | 9A9U  永豐金中正
       -2.0  |        0.0  |        0.0  |        2.0  |      136.0  |      136.0 | 921M  凱基八德 
       -2.0  |        0.0  |        0.0  |        2.0  |      133.0  |      133.0 | 116I  日盛南京 
       -3.0  |        0.0  |        0.0  |        3.0  |     134.33  |     134.33 | 700w  兆豐新莊 
       -3.0  |        0.0  |        0.0  |        3.0  |      134.0  |      134.0 | 700Z  兆豐高雄 
       -3.0  |        0.0  |        0.0  |        3.0  |      136.0  |      136.0 | 700V  兆豐新竹 
       -3.0  |        0.0  |        0.0  |        3.0  |      136.0  |      136.0 | 8563  新光新竹 
       -3.0  |        0.0  |        0.0  |        3.0  |      133.0  |      133.0 | 1470  摩根士丹利
       -3.0  |        2.0  |      133.0  |        5.0  |      132.5  |     132.64 | 9661  富邦新店 
       -3.0  |        0.0  |        0.0  |        3.0  |      136.0  |      136.0 | 884I  玉山內湖 
       -3.0  |        1.0  |      132.5  |        4.0  |     133.25  |      133.1 | 126L  宏遠台中 
       -3.0  |        0.0  |        0.0  |        3.0  |      136.0  |      136.0 | 913I  群益萬華 
       -3.0  |        0.0  |        0.0  |        3.0  |      136.0  |      136.0 | 9A9J  永豐金板新
       -3.0  |        0.0  |        0.0  |        3.0  |     133.33  |     133.33 | 9229  凱基中山 
       -3.0  |        0.0  |        0.0  |        3.0  |     134.33  |     134.33 | 918u  群益瑞豐 
       -3.0  |        0.0  |        0.0  |        3.0  |      134.0  |      134.0 | 918K  群益東湖 
       -3.0  |        0.0  |        0.0  |        3.0  |      134.5  |      134.5 | 981h  元大屏東民
       -3.0  |        0.0  |        0.0  |        3.0  |      133.0  |      133.0 | 9677  富邦三重 
       -3.0  |        0.0  |        0.0  |        3.0  |      134.0  |      134.0 | 9101  群益敦南 
       -3.0  |        0.0  |        0.0  |        3.0  |     135.67  |     135.67 | 980n  元大自由 
      -3.05  |        2.0  |      134.5  |       5.05  |      136.0  |     135.57 | 9651  富邦民生 
       -4.0  |        0.0  |        0.0  |        4.0  |      136.0  |      136.0 | 585V  統一古亭 
       -4.0  |        0.0  |        0.0  |        4.0  |     135.25  |     135.25 | 9252  凱基嘉南 
       -4.0  |        1.0  |      133.0  |        5.0  |      136.0  |      135.5 | 9871  元大忠孝 
       -4.0  |        0.0  |        0.0  |        4.0  |      134.0  |      134.0 | 9A9S  永豐金南京
       -4.0  |        0.0  |        0.0  |        4.0  |      134.0  |      134.0 | 9A9c  永豐金永康
       -4.0  |        0.0  |        0.0  |        4.0  |     133.75  |     133.75 | 845R  康和石牌 
       -4.0  |        0.0  |        0.0  |        4.0  |      136.0  |      136.0 | 9217  凱基松山 
       -4.0  |        0.0  |        0.0  |        4.0  |      134.5  |      134.5 | 9695  富邦民雄 
       -5.0  |        0.0  |        0.0  |        5.0  |      133.0  |      133.0 | 7671  金港博愛 
       -5.0  |        0.0  |        0.0  |        5.0  |      136.0  |      136.0 | 592B  元富永和 
       -5.0  |        0.0  |        0.0  |        5.0  |      136.0  |      136.0 | 6912  德信中正 
       -5.0  |        0.0  |        0.0  |        5.0  |      133.0  |      133.0 | 126Q  宏遠光華 
       -5.0  |        1.0  |      133.0  |        6.0  |     133.83  |     133.71 | 5870  光隆     
       -5.0  |        0.0  |        0.0  |        5.0  |      133.0  |      133.0 | 921C  凱基民權 
       -5.0  |        0.0  |        0.0  |        5.0  |      136.0  |      136.0 | 111D  台企銀台北
       -6.0  |        0.0  |        0.0  |        6.0  |      133.5  |      133.5 | 585D  統一新台中
       -6.0  |        0.0  |        0.0  |        6.0  |      136.0  |      136.0 | 538G  第一金中和
       -6.0  |        0.0  |        0.0  |        6.0  |      134.0  |      134.0 | 9238  凱基士林 
       -6.0  |        2.0  |      133.0  |        8.0  |     135.38  |      134.9 | 126U  宏遠館前 
       -6.0  |        0.0  |        0.0  |        6.0  |      134.5  |      134.5 | 913K  群益員林 
       -6.0  |        0.0  |        0.0  |        6.0  |      133.0  |      133.0 | 9133  群益新興 
       -7.0  |       24.0  |     133.75  |       31.0  |     133.84  |      133.8 | 5850  統一     
       -7.0  |        1.0  |      133.5  |        8.0  |      134.0  |     133.94 | 9326  永昌南京 
       -7.0  |        0.0  |        0.0  |        7.0  |      134.0  |      134.0 | 9879  元大板橋三
       -7.0  |        0.0  |        0.0  |        7.0  |     134.57  |     134.57 | 5321  高橋龍潭 
       -7.0  |        0.0  |        0.0  |        7.0  |     133.71  |     133.71 | 779c  國票敦北 
       -8.0  |        0.0  |        0.0  |        8.0  |     135.13  |     135.13 | 779P  國票九鼎 
       -9.0  |        1.0  |      133.0  |       10.0  |      133.0  |      133.0 | 9884  元大鎮北 
      -9.05  |        0.0  |        0.0  |       9.05  |      136.0  |      136.0 | 5922  元富新店 
      -10.0  |        0.0  |        0.0  |       10.0  |      133.0  |      133.0 | 585F  統一彰化 
      -10.0  |        0.0  |        0.0  |       10.0  |      136.0  |      136.0 | 5265  大慶苗栗 
      -10.0  |        0.0  |        0.0  |       10.0  |      134.0  |      134.0 | 9202  凱基中港 
      -10.0  |        0.0  |        0.0  |       10.0  |      133.0  |      133.0 | 9236  凱基虎尾 
      -10.0  |        0.0  |        0.0  |       10.0  |      136.0  |      136.0 | 8846  玉山土城 
      -10.0  |        0.0  |        0.0  |       10.0  |      136.0  |      136.0 | 9235  凱基永華 
      -10.0  |        0.0  |        0.0  |       10.0  |      134.0  |      134.0 | 9300  華南永昌 
      -10.0  |        0.0  |        0.0  |       10.0  |      133.0  |      133.0 | 9298  凱基延平 
      -11.0  |       10.0  |      133.0  |       21.0  |      134.5  |     134.02 | 9833  元大敦化 
      -11.0  |        0.0  |        0.0  |       11.0  |      136.0  |      136.0 | 918J  群益永和 
      -11.0  |        2.0  |      133.0  |       13.0  |      133.0  |      133.0 | 8850  鑫豐證券 
      -13.0  |        0.0  |        0.0  |       13.0  |     135.42  |     135.42 | 6537  大眾松山 
      -17.0  |        0.0  |        0.0  |       17.0  |      136.0  |      136.0 | 9873  元大西門 
      -19.0  |        1.0  |      133.0  |       20.0  |      133.2  |     133.19 | 6530  大眾     
      -20.0  |        0.0  |        0.0  |       20.0  |      136.0  |      136.0 | 6913  德信新營 
      -20.0  |        0.0  |        0.0  |       20.0  |      133.0  |      133.0 | 700F  兆豐虎尾 
      -20.0  |        0.0  |        0.0  |       20.0  |      133.0  |      133.0 | 986J  元大中山 
      -20.0  |        0.0  |        0.0  |       20.0  |      136.0  |      136.0 | 9108  群益海山 
      -20.0  |        1.0  |      132.5  |       21.0  |     133.76  |      133.7 | 9216  凱基信義 
      -21.0  |        0.0  |        0.0  |       21.0  |      136.0  |      136.0 | 1166  日盛雙和 
     -22.06  |        9.0  |     133.33  |      31.06  |     134.36  |     134.13 | 8560  新光     
      -23.0  |        5.0  |      133.0  |       28.0  |      133.0  |      133.0 | 5926  元富四維 
      -34.0  |        0.0  |        0.0  |       34.0  |     133.24  |     133.24 | 9A9b  永豐金虎尾
      -34.0  |        0.0  |        0.0  |       34.0  |     133.28  |     133.28 | 9697  富邦虎尾 
      -68.0  |        0.0  |        0.0  |       68.0  |     133.03  |     133.03 | 6386  光和虎尾 
      -70.0  |        0.0  |        0.0  |       70.0  |     133.27  |     133.27 | 989U  元大大甲 
      -72.0  |        0.0  |        0.0  |       72.0  |     133.33  |     133.33 | 592N  元富虎尾 
     -179.0  |        1.0  |      133.0  |      180.0  |     133.56  |     133.55 | 9A92  永豐金萬盛
